1.119272134678806374e+00 1.813434098776951053e+00
-1.544432926934901973e+00 -1.504441963699562512e+00
1.266120718889244712e+00 1.081512520010746048e+00
8.869786252746178490e-02 1.147762012719433233e+00
-1.325381429392685995e+00 -1.369701382431995018e+00
-7.535672378706848029e-01 8.644735650645994640e-02
-8.843884127394563421e-01 -4.899510821022005080e-01
1.136787808164336999e+00 1.533442304178594950e-01
-1.241297196039089945e+00 -8.173055388323517967e-01
-1.250458710350981217e+00 -1.133480526722256743e+00
-1.022488636209194945e+00 -3.204581347477228337e-01
-7.480777622040039043e-01 -8.865942835279411183e-01
9.220516720233011831e-01 4.575570747903997537e-01
1.325963982607278435e+00 5.515764996882512872e-01
-2.823912564134928305e-01 1.081999103602266032e+00
-1.491435827365758637e+00 -1.257186041012781308e+00
-9.569899550348284212e-01 -1.090019448142710123e+00
-2.251799278113792990e-01 9.024772420800626360e-01
-1.805167610158670444e+00 -1.351550222869109641e+00
1.663257188091273431e+00 1.688061321306719709e-01
-9.638485206062187283e-01 -1.985388652654228592e-01
-5.847856735322358723e-01 -6.793265042040412816e-01
-1.232047248036948428e+00 -6.693155219777017217e-01
2.366418588161967040e+00 2.359034880261312583e-01
-1.248616929846281920e+00 -2.277144848895302331e+00
1.936298836217877017e+00 1.030098550833787652e+00
-4.682129899387218464e-01 -1.313789930188979715e+00
1.205066623468752374e+00 3.487309932285176384e-01
-9.754679046288406985e-01 -9.868774740139344415e-01
-1.388511689524792425e+00 -1.250631464484098121e+00
3.306822623489691360e-01 1.426622358826874937e+00
-1.197175545117960677e-01 1.139375620666926103e+00
5.656561108592345066e-01 1.543451388477616870e+00
-2.383608608928814987e-01 1.401585180028641631e-03
1.630762079390180030e+00 9.203260735497525991e-01
4.346025674306406295e-01 9.411180861526876607e-01
-6.453535953384880175e-01 -2.038005674353831953e+00
-9.695227056631233742e-01 -3.854542870474781946e-01
7.940942622484916669e-01 1.176178324456679025e+00
-6.074893997206163299e-01 -9.903659453571049820e-01
-1.341214589407608404e+00 -6.401036229190222304e-01
-7.561703028872193144e-01 1.036268534889196319e-01
1.805969354362666923e+00 4.206864447186747791e-01
-9.593388110825791237e-01 -6.552428373763439229e-01
-1.025704058747249237e+00 -1.444386842287454398e+00
-1.188385576524483289e+00 -1.234151286547291004e+00
-9.827564041186137578e-02 -1.718734214296365748e+00
-7.241979768851783961e-01 -1.046320403240756258e+00
1.426974793134513142e+00 8.561157062500778236e-01
1.515581964808814908e+00 5.012428890962835615e-01
1.056799979641469100e+00 1.279824358436670639e+00
-6.984810597573246627e-01 -3.479139617889102087e-01
7.427012487311727140e-01 1.257035222040330247e+00
1.855105029200301514e+00 5.713239414806853267e-01
-4.046069049973953780e-01 -8.411198512627492407e-01
7.222124097152644584e-01 1.386985756301523542e+00
-1.856100264082247486e+00 -1.489368926963415829e-01
-8.340455636329425770e-01 -1.604409537103740790e+00
8.295428661291015526e-01 9.713666050282021569e-01
-9.629176592525060530e-01 -5.792846969973833859e-01
7.973612307404104316e-01 4.683967649287698043e-01
1.064882641156774223e+00 7.417665449282800916e-01
-1.853786634331326399e-01 6.597882710517284366e-01
-1.486402998228885330e+00 -1.992175889580466777e-02
1.939010784656168163e+00 3.275233724137447400e-01
-1.017932110882745489e+00 -1.946222025231978181e+00
-4.226864027175641914e-01 -2.471188515789250473e-01
-1.196409719244110326e+00 -4.072866162486383224e-01
1.061055315842419633e+00 8.622090462143001677e-01
-1.146470854319259436e+00 -7.979875148177318911e-01
9.232881209528089050e-02 7.547428740684932746e-01
8.614735926908944075e-01 4.793875090141843653e-01
1.299486969932595271e+00 1.739857308938546288e+00
1.206884140805654315e+00 1.087777408739721174e+00
1.421732600624175946e+00 8.834424116604255861e-01
-6.834815529063515971e-01 -5.182569818618666391e-01
-3.760724673626659742e-01 -6.821366375103191659e-01
-9.362358486177339012e-01 1.772608459734999753e-01
-8.487419041024302224e-01 -6.124670321926383582e-02
7.880523169177827691e-01 9.256957406128194510e-01
-7.897640934324389184e-01 -1.903350223661719243e+00
-1.111512484718309546e+00 -1.026472044381275539e-01
9.519188579459940680e-01 1.231857629630584317e+00
-9.146928435003370828e-01 -9.939911112354121725e-01
1.315557488519761398e+00 8.959852996568300476e-01
-9.707683077228943525e-01 -1.669281238295876602e+00
1.398596493805220220e+00 1.442443463942586268e+00
-7.934157408999290562e-01 -1.849595206568915851e+00
-1.535348959465222318e+00 -1.132929686829152960e+00
8.655261254363711965e-01 3.589259564778439771e-01
-6.260542766833664396e-01 -4.374223444319472742e-01
-3.668887140802525315e-01 -3.262874038483599914e+00
-1.368708317980688594e-01 1.062987995501602390e+00
1.245567630335664200e+00 1.008874594328976526e+00
-1.578601570463023851e+00 -8.870517285521382078e-01
-8.087392591927792251e-01 -7.924670560860966884e-01
4.487482195867648627e-01 1.441349370686224152e+00
4.101097002924727342e-01 9.822697902689946359e-01
4.576156133192181286e-01 9.129228225848821099e-01
1.264847912828149123e+00 9.627066153213410526e-01
1.635508374016058974e+00 6.546083489086387264e-01
1.157711416956653139e+00 7.188302147754874749e-01
-6.492003803321027000e-01 -2.453942728808725382e-01
1.083885861777644566e+00 1.172268434573297435e+00
-7.184678907202117770e-01 -1.360705752218612119e+00
3.538271154434736721e-01 1.061124590599947570e+00
1.800995119927435217e+00 1.022971444099129323e+00
-8.597135910284589011e-01 -1.082703084691551743e+00
-5.465131396048029666e-01 -8.345149922690378030e-01
-1.124537412325829155e+00 -1.256184744676848597e+00
-1.031805716124938099e+00 -1.371816244227587633e+00
1.903151125943319810e+00 9.145397903071531553e-01
9.635107143823615772e-01 1.445332763353649241e+00
-1.214907872217432017e+00 1.183998806542203575e-01
1.141477635027029480e+00 1.696479737496836782e+00
5.293982779411130490e-01 3.359722302737514488e-01
-9.876324949500042694e-01 -8.199579880024703282e-01
6.712440616094037527e-01 1.127902858686069321e+00
4.120049949250471633e-01 2.274743463195003201e+00
-2.201936841035910586e+00 -9.464487723821258802e-01
2.668481061499852758e-01 1.338058663631762402e+00
7.665820641648465328e-01 7.497761241502125529e-01
1.074063844790283495e+00 9.565248848255238912e-01
-3.958623690431365416e-01 3.435283968133781007e-01
-9.576776655038317099e-01 -1.828359690491835110e+00
-1.837098547719713704e+00 -5.504593310809791085e-01
1.269692472123760352e+00 1.617949348434125634e+00
9.620115382729078624e-01 3.291676520781919857e-01
-1.047471900877215090e+00 -5.233766007953352117e-01
-1.104119601623318792e+00 -5.035197370545579920e-01
-1.160285286226331758e+00 -1.497211550302173899e+00
-3.681730464276180004e-01 -1.088867704145969117e+00
1.541335161780049701e+00 1.164280840239376724e+00
-1.107133840835890171e+00 -1.259555979685030191e+00
1.421698590400792162e+00 9.217308637952834616e-01
1.050361403180121611e+00 1.243996078337753497e+00
-1.540528611487949506e+00 -5.892215317844887723e-01
2.925985743768203529e-01 1.636897196108771935e+00
-1.131413946277954663e+00 -9.438790734195893206e-01
-6.142067906467754135e-01 6.746959783423128743e-02
-1.161515912632408387e+00 -8.830702649480579591e-01
4.527201283175661395e-01 7.479799055569513744e-01
1.156858438767000674e+00 -6.915177793180848909e-04
-1.130952095762715714e+00 -2.016046223251829250e+00
1.809037819800959568e+00 2.739493991035815146e-01
2.336277137477880961e-01 1.555609161907255178e+00
1.546105792993098804e+00 3.190956980975689916e-01
-6.111438288986379419e-01 8.927273457061217499e-02
3.896680119299624767e-01 7.800973890611109240e-01
1.703471344054755088e+00 1.893277310360326204e+00
-1.236271070108118986e+00 -1.092522044183673824e+00
2.199216697480082860e+00 4.582590176173025887e-01
-9.824115781406488335e-01 -7.459325357647100807e-01
4.508900425723613159e-01 7.499653337189235991e-01
-1.239602907845185120e+00 -1.029716876198102815e+00
-7.772986373706117780e-01 -6.604126502906541019e-01
-4.405733857601687453e-01 -1.596364443848693249e+00
-6.564125711942175867e-01 -1.362798807401965684e+00
-1.006276993577717160e+00 -6.311962046195875864e-01
1.186942050073893862e+00 1.224125617154887991e+00
8.213030790851293395e-01 5.999613239746005577e-01
7.745183077530180815e-02 1.121235553488390435e+00
-1.004508360065257122e+00 -1.072233609251227904e+00
-3.084180570528257115e-01 -1.246935761870968662e+00
1.911733044543620919e+00 1.035097029529056023e+00
5.528000431013228022e-01 8.722548077316215620e-01
7.142530545040272072e-01 1.632800710970255365e+00
-7.021510043252754407e-01 -8.972266543171790731e-01
-1.209926452507233963e+00 -2.617824087977218550e-01
-1.859167407264182170e+00 -9.047394647998434625e-01
1.480417999017360042e+00 3.865210116908571747e-01
-1.138397091839780551e+00 -1.415999716932649699e+00
3.582370919961142541e-01 1.349675075323606643e+00
1.169732346366216813e+00 1.216728199870407812e+00
1.306834171174986015e+00 1.692477277985698469e+00
1.224412341682626471e+00 1.434570442126221090e+00
1.446410649102485957e+00 9.767807626230867735e-01
1.928718366287470509e+00 1.526964489001295222e+00
-6.951712251016118893e-01 -9.228230450659757889e-01
6.306601289432318680e-01 8.029250485678365301e-01
-8.878821195168997704e-01 3.499822662735361245e-01
